smiles,150,156,162,168,174,180,186,192,198,204,210,216,222,228,234,240,246,252,258,264,270,276,282,288,294,300,306,312,318,324,330,336,342,348,354,360,366,372,378,384,390,396,402,408,414,420,426,432,438,444,450
CCOC(C)(C)CNC(=O)N1CCC(COC(=O)c2cc(N)c(OC)cc2N)CC1,0.21407676055649974,0.503653927801486,0.7184157597661552,0.8616111335416513,0.9442965152363064,1.0,0.948560569888227,0.9557543963169068,0.7346722373958685,0.6136904132723726,0.43308531882406165,0.35577594440439364,0.3117162060997885,0.2577481931615802,0.2345387719898396,0.20674268751166452,0.15389220240447096,0.13063980881065695,0.1164550483182218,0.08808722249793029,0.07953586118661606,0.0700041814905722,0.05556341347640927,0.04972668872163829,0.03544864944385758,0.026412690021755208,0.022095411910849738,0.013530257374972885,0.013021052302246296,0.00950330150794149,0.00673095224927355,0.0047912313386020405,0.004337730963152707,0.0032653851541520323,0.0031267716054007334,0.0026523256469235946,0.0020380586292321435,0.001972326268292649,0.0012147676656410725,0.0015065849504978734,0.0012144763092290917,0.0007854841582674519,0.0005052428462481196,0.0004342257508742304,0.0002849955717743248,0.000173023072093791,0.0001555296946737788,7.656736144739917e-05,6.366161513741492e-05,4.092503628668876e-05,0.0
